risk_profile,investment_horizon,investment_amount,recommended_stock_category,recommended_mf_category
Conservative,Medium-term,222718,Index,Debt
Moderate,Short-term,241899,Index,Hybrid
Aggressive,Short-term,317455,Growth,Equity
Conservative,Long-term,367525,Dividend,Index
Moderate,Medium-term,180110,Growth,Equity
Aggressive,Long-term,821399,Small-Cap,Equity
Aggressive,Long-term,562766,Small-Cap,ELSS
Moderate,Short-term,458991,Index,Hybrid
Conservative,Medium-term,998128,Index,Debt
Moderate,Short-term,312476,Value,Hybrid
Aggressive,Short-term,934570,Small-Cap,Equity
Moderate,Medium-term,835745,Blend,Hybrid
Conservative,Short-term,602145,Index,Debt
Aggressive,Medium-term,55900,Small-Cap,ELSS
Moderate,Medium-term,231141,Growth,Index
Conservative,Short-term,136861,Dividend,Debt
Aggressive,Short-term,575386,Small-Cap,Equity
Conservative,Long-term,542582,Index,Hybrid
Aggressive,Short-term,727940,Growth,Equity
Moderate,Medium-term,179173,Blend,Equity
Conservative,Long-term,166131,Dividend,Hybrid
Aggressive,Medium-term,893216,Small-Cap,ELSS
Conservative,Long-term,837058,Index,Debt
Conservative,Short-term,554991,Dividend,Debt
Moderate,Short-term,900125,Index,Hybrid
Conservative,Short-term,464633,Dividend,Debt
Aggressive,Medium-term,781896,Small-Cap,Equity
Aggressive,Long-term,724588,Growth,ELSS
Aggressive,Medium-term,668565,Small-Cap,ELSS
Aggressive,Long-term,438145,Growth,Equity
Moderate,Short-term,960915,Value,Hybrid
Conservative,Medium-term,745882,Dividend,Debt
Moderate,Short-term,545916,Value,Hybrid
Conservative,Medium-term,637943,Dividend,Hybrid
Conservative,Short-term,211161,Dividend,Debt
Conservative,Medium-term,278662,Value,Debt
Moderate,Medium-term,179563,Growth,Equity
Conservative,Long-term,149018,Index,Debt
Moderate,Short-term,534898,Index,Hybrid
Aggressive,Long-term,473054,Growth,ELSS
Aggressive,Long-term,306455,Small-Cap,ELSS
Conservative,Short-term,136419,Dividend,Debt
Moderate,Medium-term,796289,Growth,Hybrid
Aggressive,Long-term,240842,Small-Cap,Equity
Moderate,Short-term,838308,Value,Index
Moderate,Medium-term,483408,Growth,Equity
Conservative,Long-term,245612,Index,Debt
Aggressive,Long-term,253095,Small-Cap,ELSS
Conservative,Long-term,846765,Index,Debt
Conservative,Medium-term,533111,Dividend,Debt
Aggressive,Long-term,716658,Growth,ELSS
Aggressive,Medium-term,356336,Small-Cap,Equity
Moderate,Long-term,576099,Growth,Equity
Aggressive,Short-term,604360,Growth,Equity
Moderate,Long-term,649695,Growth,ELSS
Moderate,Short-term,260440,Index,Hybrid
Moderate,Short-term,52974,Value,Hybrid
Aggressive,Short-term,685216,Small-Cap,Equity
Conservative,Medium-term,505162,Index,Debt
Moderate,Short-term,972334,Value,Hybrid
Conservative,Long-term,616271,Dividend,Hybrid
Conservative,Medium-term,317967,Value,Debt
Aggressive,Short-term,371007,Small-Cap,Equity
Conservative,Medium-term,787494,Dividend,Debt
Conservative,Medium-term,896469,Dividend,Debt
Aggressive,Medium-term,477613,Growth,ELSS
Moderate,Long-term,226886,Index,Index
Conservative,Short-term,77078,Dividend,Debt
Aggressive,Medium-term,904199,Small-Cap,Equity
Conservative,Medium-term,602239,Dividend,Debt
Conservative,Medium-term,905719,Value,Hybrid
Moderate,Short-term,153977,Index,Index
Conservative,Medium-term,523994,Value,Debt
Aggressive,Medium-term,818033,Small-Cap,Equity
Conservative,Long-term,113691,Index,Debt
Moderate,Short-term,228171,Value,Hybrid
Moderate,Long-term,706315,Index,Equity
Aggressive,Short-term,213251,Small-Cap,Equity
Moderate,Short-term,582723,Index,Hybrid
Conservative,Short-term,951548,Dividend,Debt
Moderate,Long-term,283390,Growth,Equity
Aggressive,Long-term,274602,Growth,Equity
Moderate,Long-term,529161,Growth,ELSS
Moderate,Long-term,199579,Index,Equity
Moderate,Medium-term,16028,Blend,Equity
Aggressive,Medium-term,244823,Growth,ELSS
Moderate,Medium-term,129247,Blend,Hybrid
Moderate,Short-term,324045,Index,Hybrid
Conservative,Medium-term,241324,Index,Debt
Aggressive,Short-term,671666,Small-Cap,Equity
Moderate,Long-term,902987,Index,Equity
Aggressive,Short-term,509612,Growth,Equity
Moderate,Short-term,824110,Index,Index
Moderate,Medium-term,886876,Index,Equity
Moderate,Long-term,284507,Growth,ELSS
Conservative,Long-term,679426,Index,Debt
Conservative,Medium-term,73804,Dividend,Hybrid
Conservative,Long-term,124433,Dividend,Index
Aggressive,Long-term,58544,Small-Cap,ELSS
Aggressive,Long-term,894679,Growth,ELSS
Conservative,Medium-term,10189,Index,Debt
Aggressive,Long-term,808184,Small-Cap,ELSS
Moderate,Short-term,261768,Index,Hybrid
Moderate,Short-term,17482,Value,Index
Moderate,Long-term,813111,Index,Equity
Conservative,Medium-term,790788,Dividend,Hybrid
Aggressive,Medium-term,919488,Small-Cap,Equity
Conservative,Medium-term,493304,Index,Hybrid
Aggressive,Long-term,535087,Growth,Equity
Moderate,Long-term,655979,Growth,ELSS
Conservative,Short-term,413150,Dividend,Debt
Aggressive,Medium-term,329702,Small-Cap,Equity
Aggressive,Short-term,331367,Small-Cap,Equity
Moderate,Short-term,749980,Index,Index
Conservative,Medium-term,313700,Value,Hybrid
Conservative,Long-term,413125,Dividend,Index
Conservative,Long-term,101467,Index,Debt
Moderate,Short-term,907151,Index,Index
Conservative,Short-term,625692,Dividend,Debt
Moderate,Short-term,53558,Index,Index
Moderate,Short-term,744742,Index,Index
Moderate,Medium-term,228865,Growth,Index
Aggressive,Short-term,431229,Growth,Equity
Conservative,Short-term,113018,Dividend,Debt
Conservative,Long-term,163947,Index,Debt
Moderate,Long-term,231325,Index,ELSS
Moderate,Long-term,545696,Growth,ELSS
Conservative,Medium-term,45607,Dividend,Debt
Moderate,Medium-term,71684,Growth,Equity
Conservative,Long-term,439497,Dividend,Hybrid
Aggressive,Long-term,823758,Growth,ELSS
Moderate,Short-term,547889,Value,Hybrid
Conservative,Short-term,658882,Dividend,Debt
Moderate,Medium-term,797567,Growth,Equity
Conservative,Medium-term,688101,Index,Hybrid
Conservative,Short-term,546201,Index,Debt
Moderate,Long-term,20101,Index,Equity
Aggressive,Short-term,159703,Growth,ELSS
Conservative,Medium-term,737444,Dividend,Hybrid
Conservative,Medium-term,637108,Value,Debt
Conservative,Short-term,440086,Dividend,Debt
Aggressive,Short-term,714345,Growth,Equity
Aggressive,Short-term,430431,Small-Cap,Equity
Moderate,Medium-term,794669,Index,Hybrid
Aggressive,Long-term,596398,Small-Cap,Equity
Moderate,Short-term,768175,Value,Index
Moderate,Medium-term,29215,Growth,Hybrid
Aggressive,Medium-term,756478,Small-Cap,ELSS
Moderate,Medium-term,679384,Blend,Hybrid
Aggressive,Short-term,86949,Small-Cap,ELSS
Moderate,Short-term,878287,Index,Hybrid
Aggressive,Long-term,710843,Small-Cap,ELSS
Aggressive,Medium-term,902711,Small-Cap,Equity
Moderate,Short-term,762932,Index,Index
Conservative,Medium-term,219229,Index,Hybrid
Moderate,Medium-term,413727,Blend,Equity
Aggressive,Long-term,656186,Growth,ELSS
Conservative,Short-term,947427,Index,Debt
Moderate,Short-term,675918,Value,Hybrid
Moderate,Medium-term,500987,Blend,Hybrid
Moderate,Medium-term,534814,Blend,Equity
Conservative,Long-term,520711,Index,Hybrid
Aggressive,Long-term,527291,Growth,ELSS
Moderate,Long-term,536041,Index,Index
Moderate,Long-term,429464,Growth,Index
Moderate,Long-term,811088,Index,Equity
Moderate,Long-term,295410,Growth,Equity
Moderate,Medium-term,598843,Index,Hybrid
Aggressive,Long-term,72995,Small-Cap,Equity
Aggressive,Medium-term,224646,Small-Cap,Equity
Moderate,Medium-term,612565,Index,Index
Conservative,Short-term,473593,Index,Debt
Aggressive,Medium-term,636633,Growth,Equity
Conservative,Medium-term,368255,Index,Debt
Aggressive,Long-term,599690,Small-Cap,ELSS
Moderate,Medium-term,981680,Index,Hybrid
Aggressive,Long-term,264799,Small-Cap,ELSS
Moderate,Long-term,395891,Index,ELSS
Aggressive,Long-term,182805,Small-Cap,ELSS
Moderate,Short-term,548706,Value,Hybrid
Moderate,Long-term,264494,Index,ELSS
Moderate,Medium-term,309329,Blend,Equity
Moderate,Long-term,51745,Index,Index
Conservative,Long-term,758777,Dividend,Hybrid
Moderate,Long-term,719147,Growth,ELSS
Conservative,Short-term,876555,Index,Debt
Conservative,Medium-term,717395,Dividend,Hybrid
Moderate,Short-term,359948,Value,Index
Conservative,Medium-term,993488,Value,Hybrid
Aggressive,Short-term,979966,Small-Cap,ELSS
Moderate,Medium-term,440569,Blend,Hybrid
Conservative,Short-term,383199,Index,Debt
Moderate,Long-term,129097,Growth,ELSS
Moderate,Short-term,58302,Value,Index
Moderate,Short-term,656849,Index,Index
Conservative,Long-term,742339,Index,Debt
Aggressive,Long-term,425651,Growth,ELSS
Aggressive,Medium-term,592016,Small-Cap,Equity
Conservative,Medium-term,895030,Dividend,Hybrid
Moderate,Medium-term,797670,Growth,Equity
Conservative,Short-term,221929,Index,Debt
Conservative,Medium-term,878042,Index,Debt
Conservative,Short-term,154121,Dividend,Debt
Moderate,Short-term,591481,Index,Index
Conservative,Medium-term,700944,Value,Hybrid
Moderate,Medium-term,338778,Blend,Index
Conservative,Short-term,548967,Index,Debt
Aggressive,Long-term,306649,Small-Cap,ELSS
Conservative,Long-term,323485,Index,Index
Conservative,Short-term,504285,Index,Debt
Aggressive,Medium-term,584662,Small-Cap,Equity
Moderate,Short-term,843430,Index,Hybrid
Moderate,Short-term,196773,Index,Hybrid
Conservative,Medium-term,185931,Dividend,Debt
Aggressive,Long-term,399347,Small-Cap,ELSS
Moderate,Short-term,567466,Index,Index
Conservative,Long-term,955079,Index,Debt
Aggressive,Long-term,422545,Small-Cap,Equity
Moderate,Medium-term,460470,Blend,Hybrid
Moderate,Short-term,244162,Index,Index
Aggressive,Short-term,379517,Growth,Equity
Aggressive,Long-term,518690,Small-Cap,ELSS
Aggressive,Long-term,225101,Small-Cap,ELSS
Aggressive,Medium-term,228438,Growth,ELSS
Conservative,Long-term,638427,Dividend,Hybrid
Aggressive,Medium-term,110290,Small-Cap,ELSS
Moderate,Short-term,510590,Value,Hybrid
Moderate,Medium-term,181140,Growth,Index
Conservative,Long-term,68951,Dividend,Index
Moderate,Short-term,359773,Value,Index
Moderate,Medium-term,779212,Blend,Equity
Aggressive,Short-term,438387,Small-Cap,Equity
Moderate,Medium-term,673622,Blend,Equity
Conservative,Long-term,970774,Index,Hybrid
Aggressive,Long-term,161857,Small-Cap,ELSS
Aggressive,Short-term,966973,Growth,ELSS
Conservative,Short-term,865263,Dividend,Debt
Aggressive,Short-term,353367,Small-Cap,Equity
Aggressive,Medium-term,526857,Small-Cap,ELSS
Conservative,Long-term,579931,Dividend,Debt
Aggressive,Short-term,208729,Growth,ELSS
Conservative,Short-term,537870,Dividend,Debt
Conservative,Short-term,647069,Dividend,Debt
Moderate,Medium-term,957784,Growth,Index
Moderate,Short-term,784245,Index,Index
Aggressive,Short-term,970093,Small-Cap,Equity
Aggressive,Medium-term,638292,Growth,ELSS
Conservative,Medium-term,574288,Index,Debt
Aggressive,Short-term,636880,Small-Cap,Equity
Conservative,Short-term,500424,Dividend,Debt
Conservative,Medium-term,11085,Value,Debt
Aggressive,Long-term,943104,Small-Cap,ELSS
Conservative,Medium-term,894426,Index,Hybrid
Moderate,Long-term,463017,Index,Index
Aggressive,Short-term,202811,Growth,ELSS
Moderate,Short-term,529362,Index,Hybrid
Aggressive,Long-term,739541,Small-Cap,ELSS
Conservative,Medium-term,913741,Value,Hybrid
Aggressive,Short-term,903546,Growth,ELSS
Moderate,Long-term,444812,Growth,Index
Conservative,Medium-term,520252,Dividend,Hybrid
Aggressive,Long-term,866842,Small-Cap,ELSS
Aggressive,Medium-term,482519,Growth,Equity
Aggressive,Medium-term,717548,Growth,ELSS
Moderate,Medium-term,298969,Growth,Hybrid
Moderate,Medium-term,676273,Index,Equity
Aggressive,Long-term,222823,Growth,Equity
Conservative,Long-term,94269,Index,Hybrid
Conservative,Long-term,810764,Index,Hybrid
Moderate,Long-term,64895,Growth,Index
Conservative,Long-term,407648,Dividend,Debt
Moderate,Medium-term,954074,Index,Equity
Aggressive,Short-term,246641,Growth,Equity
Moderate,Short-term,409319,Index,Index
Moderate,Long-term,794118,Growth,ELSS
Aggressive,Long-term,512532,Small-Cap,ELSS
Conservative,Short-term,918478,Dividend,Debt
Moderate,Medium-term,943404,Blend,Index
Moderate,Long-term,985919,Growth,ELSS
Aggressive,Medium-term,339711,Small-Cap,ELSS
Conservative,Short-term,334857,Dividend,Debt
Moderate,Short-term,224241,Index,Hybrid
Aggressive,Long-term,592927,Small-Cap,ELSS
Moderate,Medium-term,491944,Growth,Equity
Aggressive,Long-term,772183,Small-Cap,ELSS
Conservative,Short-term,936492,Dividend,Debt
Conservative,Medium-term,375747,Dividend,Debt
Conservative,Long-term,88488,Dividend,Debt
Conservative,Long-term,365049,Index,Debt
Moderate,Long-term,504614,Growth,Equity
Moderate,Short-term,275121,Value,Index
Conservative,Long-term,912082,Index,Debt
Conservative,Medium-term,245101,Value,Debt
Conservative,Long-term,326785,Dividend,Hybrid
Moderate,Short-term,404484,Index,Hybrid
Conservative,Long-term,910897,Index,Hybrid
Conservative,Short-term,588719,Dividend,Debt
Conservative,Short-term,288900,Dividend,Debt
Aggressive,Medium-term,686124,Small-Cap,Equity
Conservative,Medium-term,200984,Dividend,Debt
Aggressive,Long-term,967889,Small-Cap,Equity
Aggressive,Short-term,680392,Small-Cap,Equity
Conservative,Short-term,760374,Index,Debt
Aggressive,Medium-term,711062,Small-Cap,Equity
Conservative,Medium-term,677245,Value,Debt
Moderate,Long-term,806228,Index,ELSS
Moderate,Short-term,901015,Index,Index
Moderate,Medium-term,173935,Growth,Index
Moderate,Long-term,615302,Index,Equity
Aggressive,Short-term,697477,Growth,ELSS
Conservative,Short-term,948257,Index,Debt
Conservative,Medium-term,292469,Index,Debt
Conservative,Long-term,410237,Dividend,Index
Moderate,Medium-term,483937,Index,Equity
Moderate,Long-term,789440,Growth,ELSS
Conservative,Short-term,63096,Index,Debt
Moderate,Long-term,736764,Growth,ELSS
Conservative,Long-term,678431,Index,Index
Conservative,Long-term,861081,Dividend,Index
Conservative,Long-term,804473,Dividend,Debt
Conservative,Long-term,747411,Index,Debt
Conservative,Medium-term,512827,Value,Hybrid
Conservative,Long-term,50058,Index,Index
Conservative,Long-term,582551,Index,Index
Moderate,Short-term,232574,Value,Hybrid
Conservative,Long-term,114820,Index,Index
Conservative,Short-term,641933,Index,Debt
Moderate,Medium-term,709830,Index,Index
Moderate,Medium-term,753186,Blend,Equity
Moderate,Long-term,499454,Index,Equity
Conservative,Medium-term,300367,Value,Hybrid
Aggressive,Long-term,830007,Small-Cap,Equity
Aggressive,Medium-term,973303,Small-Cap,ELSS
Moderate,Long-term,775064,Index,Index
Aggressive,Long-term,293805,Growth,ELSS
Moderate,Short-term,832864,Value,Index
Conservative,Short-term,240119,Dividend,Debt
Aggressive,Short-term,434363,Growth,Equity
Conservative,Short-term,563402,Index,Debt
Aggressive,Long-term,540318,Small-Cap,ELSS
Conservative,Medium-term,362195,Value,Hybrid
Aggressive,Long-term,712789,Growth,ELSS
Conservative,Short-term,844175,Dividend,Debt
Conservative,Short-term,236941,Dividend,Debt
Aggressive,Medium-term,397900,Small-Cap,Equity
Conservative,Short-term,337759,Index,Debt
Conservative,Long-term,57577,Index,Hybrid
Conservative,Long-term,497800,Dividend,Debt
Aggressive,Long-term,382580,Small-Cap,ELSS
Aggressive,Long-term,537254,Growth,Equity
Conservative,Long-term,925788,Dividend,Debt
Conservative,Medium-term,385982,Index,Hybrid
Aggressive,Long-term,538016,Small-Cap,ELSS
Aggressive,Short-term,702664,Growth,Equity
Conservative,Short-term,452493,Dividend,Debt
Conservative,Short-term,245189,Dividend,Debt
Conservative,Short-term,493546,Dividend,Debt
Moderate,Medium-term,666307,Blend,Equity
Aggressive,Short-term,877812,Growth,Equity
Moderate,Medium-term,338274,Index,Hybrid
Aggressive,Short-term,555702,Growth,Equity
Aggressive,Medium-term,103005,Small-Cap,Equity
Aggressive,Medium-term,422655,Small-Cap,ELSS
Aggressive,Medium-term,888174,Small-Cap,ELSS
Aggressive,Short-term,461436,Growth,Equity
Aggressive,Medium-term,712145,Small-Cap,ELSS
Aggressive,Long-term,309117,Small-Cap,ELSS
Moderate,Long-term,883523,Growth,ELSS
Conservative,Short-term,214390,Dividend,Debt
Conservative,Long-term,733556,Dividend,Hybrid
Moderate,Long-term,255389,Index,Equity
Moderate,Long-term,770520,Index,Index
Moderate,Short-term,671449,Value,Index
Moderate,Short-term,211926,Index,Hybrid
Aggressive,Long-term,858667,Growth,ELSS
Conservative,Short-term,495357,Dividend,Debt
Aggressive,Medium-term,39400,Small-Cap,Equity
Conservative,Long-term,156477,Index,Debt
Conservative,Short-term,389384,Index,Debt
Moderate,Short-term,62763,Index,Index
Aggressive,Long-term,433425,Small-Cap,ELSS
Moderate,Short-term,214670,Value,Hybrid
Aggressive,Long-term,682784,Growth,Equity
Conservative,Short-term,903242,Dividend,Debt
Moderate,Medium-term,885955,Growth,Hybrid
Moderate,Long-term,119955,Growth,ELSS
Conservative,Medium-term,161628,Value,Debt
Conservative,Long-term,365281,Index,Debt
Conservative,Short-term,946834,Dividend,Debt
Moderate,Medium-term,746626,Index,Index
Aggressive,Short-term,668596,Growth,ELSS
Moderate,Long-term,734576,Index,Index
Aggressive,Long-term,826744,Small-Cap,ELSS
Moderate,Long-term,910119,Index,ELSS
Moderate,Long-term,424407,Growth,Equity
Conservative,Long-term,119602,Index,Hybrid
Aggressive,Medium-term,224529,Growth,Equity
Moderate,Long-term,833072,Index,Index
Moderate,Short-term,372315,Value,Index
Conservative,Medium-term,334437,Index,Hybrid
Conservative,Short-term,648412,Dividend,Debt
Aggressive,Long-term,256921,Small-Cap,ELSS
Moderate,Short-term,964192,Index,Index
Aggressive,Medium-term,736589,Growth,Equity
Moderate,Medium-term,620090,Blend,Equity
Aggressive,Medium-term,250324,Small-Cap,ELSS
Conservative,Short-term,364168,Dividend,Debt
Moderate,Medium-term,165194,Index,Equity
Aggressive,Short-term,706584,Small-Cap,Equity
Conservative,Long-term,235612,Index,Hybrid
Conservative,Long-term,409547,Dividend,Hybrid
Aggressive,Short-term,752462,Growth,Equity
Moderate,Medium-term,383555,Growth,Equity
Moderate,Short-term,52262,Index,Index
Conservative,Short-term,388358,Dividend,Debt
Moderate,Short-term,116435,Index,Hybrid
Moderate,Long-term,620602,Growth,Index
Moderate,Short-term,724952,Index,Index
Conservative,Long-term,699286,Index,Hybrid
Aggressive,Short-term,882719,Growth,Equity
Moderate,Long-term,653606,Growth,ELSS
Conservative,Short-term,402278,Index,Debt
Conservative,Short-term,921390,Index,Debt
Aggressive,Medium-term,551816,Growth,Equity
Moderate,Medium-term,10068,Blend,Equity
Moderate,Short-term,865685,Index,Hybrid
Aggressive,Short-term,877186,Small-Cap,Equity
Aggressive,Short-term,709328,Growth,Equity
Conservative,Short-term,363082,Dividend,Debt
Conservative,Medium-term,976127,Dividend,Debt
Aggressive,Long-term,500395,Small-Cap,Equity
Moderate,Short-term,576417,Index,Hybrid
Conservative,Medium-term,264935,Value,Hybrid
Conservative,Short-term,386140,Index,Debt
Moderate,Short-term,235760,Index,Hybrid
Conservative,Long-term,71321,Dividend,Hybrid
Moderate,Short-term,545814,Value,Index
Moderate,Short-term,757812,Index,Hybrid
Moderate,Long-term,773871,Index,Equity
Aggressive,Long-term,494780,Small-Cap,Equity
Aggressive,Long-term,692069,Growth,Equity
Aggressive,Long-term,117535,Small-Cap,Equity
